,,,,,,,,,
Pre-hit context,Hit string,Post-hit context,File name,Transcript ID,Speaker ID,Speaker gender,Speaker role,Speaker native speaker status,
" feminist, but listening to all of your definitions, like i completely agree with that, but it seems",like,"if you, s- if you ever say that in a public place like i even think that if i said that to some of m", Women in Science Conference Panel ,COL999MX040,S10,F,JG,NS,
   i feel,like,i'm a singer here with all this  microphone stuff.   , Media Union Service Encounters ,SVC999MX104,S3,F,SU,NRN,
d there were people on the one side who actually wrote plays to attack the Taiping rebels and things,like,"that, and got government support, and on the other hand people who thought that plays were dangerous", Peking Opera Colloquium ,COL140MX114,S2,M,SF,NS,
"d of like to talk about um, like what makes a good nucleophile and um stuff like that. good solvents",like,  okay so  let's let', Organic Chemistry Study Group ,SGR200JU125,S4,M,JU,NS,
s what    ,like,there's  two cells  and one  has a lotta determinants and one has a , Intro Biology Study Group ,SGR175MU126,S4,F,SU,NS,
to have   it's,like,", two   encompassing chart.   ", Organic Chemistry Study Group ,SGR200JU125,S5,F,JU,NS,
ffered tremendous disruption d- demoralization and and families were separated. the government feels,like,"they saved uh the Inuit from starvation and extinction and uh and tuberculosis, but the evacuation o", Medical Anthropology Lecture ,LEL115SU005,S1,F,JF,NS,
   but if  we do really bad on this,like,", compared to other people i'm gonna be upset, you know  cuz it's_ we  spent ti", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
hat this is you guys's group not mine. um i like knowing what you like and don't like and what you'd,like,"to change, so if anyone has comments please feel free to send them to me, i won't ever like be like ", Organic Chemistry Study Group ,SGR200JU125,S1,F,JU,NS,
code for like your skin color and like things like that you know what i  mean? ,like,"it's not just one gene, that like does it. so therefore you need o- one thing can activate all those", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
  it's just hard cuz all of our segments are kinda disjointed at first and we're,like,"all working on them separately so it's hard to, but i  think it's gonna (work_)  ", American Family Group Project Meeting ,SGR565SU144,S5,F,SU,NS,
  it was like there were the two b- cuz remember it was,like,", you could s- (he had) the two brains and you could switch back and forth between the two of 'em, a", First Year Philosophy Seminar ,SEM475JU084,S4,F,JU,NS,
"businesses and um, and helping, you know, uh, them, get more you know business and clients and stuff",like,"that. um, so those are you know those are some good, uh reasons i mean you're right they're all s- i", Anthropology of American Cities Office Hours ,OFC115SU060,S2,F,SG,NS,
   yeah it shows that,like,"(in)  the very,  the summary at the end of the    ", Organic Chemistry Study Group ,SGR200JU125,S4,M,JU,NS,
"odelling of H-I-V policies um like uh, educational policies uh you know should you do more, more um,",like,"just, really general informational work on uh how H-I-V is spread or should you do high impact work ", Women in Science Conference Panel ,COL999MX040,S7,F,SG,NS,
" he was gay i actually, (cuz i'm like) man, he's g- i'm like, he's gonna come out of the closet. i'm",like,"i know it he's, he's gonna come out of the closet he's gonna find a comfortable niche and he's out o", Multicultural Issues in Education Student Presentations ,STP285SU013,S8,M,SU,NS,
  mm. so like... mm.  how would you how would you go about,like,"uh, (doing 'em over) here? like you have three here have three you can see, see that but like  ", Computer Science Office Hours ,OFC270MG048,S7,M,SU,NNS,
  and so what you wanna do is go on the computer and look around so you like it sounds,like,"you like creative writing. i would, be decadent you know  see if you can get (xx)  ", Academic Advising ,ADV700JU047,S2,F,ST,NS,
"air, you can see little patches of things that are just were kind of placed on. and you can see the,",like,that for the  or i'll put another book here guys go up there.   , Visual Sources Lecture ,LES320SU085,S1,F,SF,NS,
 i have thirty-one plus,like,"uh i think since i'm dropping this uh eleven (i have) forty-two, right now.   ", Academic Advising ,ADV700JU047,S1,M,JU,NRN,
you are tempted to think there is some reality what? is_ all i wanna know is whether it seems to you,like,"there's a, there's some red in there.   ", Graduate Philosophy Seminar ,SEM475MX041,S1,M,SF,NS,
"g details you have to deal with, when you're writing, real code, so, i have to, include header files",like,S T D I O dot H i have to declare a main function i have to do all this garbage which only exists fo, Intro Engineering Lecture ,LEL295JU035,S1,M,SF,NS,
"  oh because, like when i take a delta-T, of uh, when i have a",like,", this delta-T, is that from ninety-eight, not to seventy-seven cuz that's bulk? is that where i'm d", Heat and Mass Transfer Office Hours ,OFC195SU116,S15,M,SU,NS,
" other question i had since you uh you were a literature teacher? what is the best way to_ cuz like,",like,at the end of my English class you know he always asks does anybody have any questions on the litera, Academic Advising ,ADV700JU047,S4,M,JU,NS,
"rs who  worked  in the clinic were all black, so she made a distinction between",like,"educated and then not um, and then they also said that, in all the clinics that they worked in that ", Anthropology of American Cities Office Hours ,OFC115SU060,S6,F,SU,NS,
s.   i thought that they would,like,send me a message or something   , Media Union Service Encounters ,SVC999MX104,S71,F,UN,NS,
"e of thing. you know what i mean?  like,  i mean it's still being replicated in",like,"bacteria and stuff but like there's still a plasmid that's not being replicated and that's like, bei", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"poetry online from him. and i've read some other poems by him too and, uh, they- they're not too bad",like,"to understand. um, i actually thought this poem was a little bit harder than his other ones that he'", Intro to Poetry Office Hours ,OFC300JU149,S3,M,JU,NS,
"ines. my compiler was called E-G-C-S which is pronounced eggs, the guy in the back of the room won't",like,"that. um, there are lots of C compilers they're all made by different people but they all do the sam", Intro Engineering Lecture ,LEL295JU035,S1,M,SF,NS,
 this judging?   she sits under,like,a tree.   she sits , Women in the Bible Lecture ,LES605SU080,S2,F,SU,NS,
  well but why?   well actually,like,", technically you have four options but, i mean if you jus- the way you look at it you only have an ", Organic Chemistry Study Group ,SGR200JU125,S2,M,JU,NS,
   i do feel,like,"this is coming, together more than i thought it, could, doing a f- a fifteen page group paper. ", American Family Group Project Meeting ,SGR565SU144,S1,F,SU,NS,
  yeah it's in the  book i remember there's,like,a whole chart     , Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
e distance.   that bird looks,like,he's been roughed up a bit.  , Biology of Birds Field Lab ,LAB175SU026,SU-m,M,SU,NS,
"an do you think we'd be able to, get enough out of the stuff that's on reserve? or would we be going",like,way beyond that?   um i- it mig, Art History Office Hours ,OFC320SU153,S2,F,SU,NS,
titution    chemists,like,"to think they're  tricky, (xx)    ", Organic Chemistry Study Group ,SGR200JU125,S1,F,JU,NS,
"know, and stuff_ it didn't say what kind of, what like_ did they match the words to see if they were",like,"same, like difficulty level and length and all that stuff?   ", Cognitive Psychology Research Lab ,LAB500SU089,S3,F,SU,NS,
"nd they also have different programs going on. they take field trips, they're brought to uh you know",like,", shopping, they are, taken to the grocery, they organize activities for them. they even have trips ", Forum for International Educators Meeting ,MTG999ST015,S4,F,ST,NRN,
"  no, i didn't. i've had one year of Honors Chemistry, which would be",like,"the first year basically and i took that, my junior year and so everything that was on the test, i m", Honors Advising ,ADV700JU023,S3,F,JU,NS,
"k of for example buildings, organizational structures that would promote this value, you have things",like,"the International Institute of Applied Systems Analysis, which does very good interdisciplinary work", Ecological Agriculture Colloquium ,COL425MX075,S8,M,UN,NS,
"e  it's_ and i think like erotica more is like a, just like creative like different slow,",like,"take your time,  type of  ways of like, arousing first and i think that's like "," Sex, Gender, and the Body Lecture ",LES565SU137,S2,F,SU,NS,
   but i i've seen,like,"one or two on a wire, but, never together   ", Biology of Birds Field Lab ,LAB175SU026,SU-m,M,SU,NS,
s severely out of whack it has all the exact same symptoms of depression. it's exa- it looks exactly,like,"depression and so what you also want to avoid, is you know going, this whole whole thing deciding th", Intro to Psychopathology Lecture ,LES500SU102,S1,F,JF,NS,
yeah i don't_ i f- i like can't really remember words right now i'm just dumb. okay but like in your,like,... i_ like this is disgusting like i don't wanna be like right here but like like  , Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
   right  it's alwa- i mean you're never have,like,"an increase or decrease of that repressor protein., there. yo- do you know what i'm saying?   ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"big, i mean you have to trace through the network and see what's independent of different things. so",like,"starting out i'll give you one answer, which is ordinarily by rule three, which is the one that says", Computer Science Office Hours ,OFC270MG048,S2,F,SG,NS,
" example with three, about like, i think it was like something about watching a movie, like you know",like,"you think, like like how you scream if like something,  you know bad happens  c", First Year Philosophy Seminar ,SEM475JU084,S6,F,JU,NS,
eproduce?   yeah phages is just,like,"an infecting, agent  it's an  infecting virus so, phage is really just another ", Intro Biology Exam Review ,OFC175JU145,S1,F,JG,NS,
     isn't that just,like,ca-     ok, Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
  and mall mall mall mall mall  so  basically all of this area is kinda,like,"upper middle-class, west- this is our like west suburbs   ", Anthropology of American Cities Office Hours ,OFC115SU060,S1,M,SU,NS,
"and the ness. longer lives. the uh uh uh but, but um um, but there really do seem to be, perceptual-",like,"illusions rather than loose talk because we say, we say the image, y- y- vis- we say our visual imag", Graduate Philosophy Seminar ,SEM475MX041,S1,M,SF,NS,
" arrows going to that node which means that by rule three, if you have two ind- two parents going in",like,this then the two parents are independent of each other.  but then once yo, Computer Science Office Hours ,OFC270MG048,S2,F,SG,NS,
   the one who just always,like,"walks across the (room)  like, like  ", Astronomy Peer Tutorial ,OFC150MU042,S5,F,SU,NS,
"  the folk   yes. um i,",like,"read a lot for that and then, wrote a lot and whatever and and sort of uh you know, um, you know ate", American Culture Advising ,OFC105SU068,S1,M,SU,NS,
"we had class, that, the relationship between social class and achievement when it was aggregated was",like,point-seven and point-eight and when it was not aggregated it was like point-two or point-three that, Statistics in Social Sciences Lecture ,LES565MX152,S1,F,SF,NS,
" different places,   ",like,there's something separates them    , Intro Biology Study Group ,SGR175MU126,S4,F,SU,NS,
   maybe it should be,like,they aren't  allowed to read period you know read   , English Composition Seminar ,SEM300MU100,S2,F,JU,NS,
io  song   you didn't,like,that (xx)   (well) it kinda go, Multicultural Issues in Education Student Presentations ,STP285SU013,S4,F,SU,NS,
nce she's drawing between a simple past and an iterative past or an iterative present? mkay. i would,like,"to suggest to you that in this novel, the continual return to an iterative present for the exfoliati", Fantasy in Literature Lecture ,LEL300SU076,S1,M,SF,NS,
"voice their concerns to us, so will the, will the new members_ not to like point you out or anything",like,that if you just say hi and introduce yourself and what your name is and stuff like that. you wanna , Student Government Meeting ,MTG999SU043,S13,F,SU,NS,
"ry different. that there's not really, many similarities, at all.  which,  with",like,"the, whole new model i wanted to talk about little bit of, how um, Indians still associate themselve", Anthropology of American Cities Office Hours ,OFC115SU060,S6,F,SU,NS,
"   yeah they don't, ",like,", they don't notice that things are separate.   ", Objectivism Student Group ,SGR999MX115,S5,M,JU,NS,
rican Studies um three-ten fulfills junior-senior writing  it's,like,rel- Afro-American Religion and it's just a humanities and it's three credits etcetera etcetera  , Academic Advising ,ADV700JU047,S2,F,ST,NS,
  i mean i think we could talk about like the six year old boy with,like,"the gun obviously, you know uh it's like they live in a dream world kinda. you know how you like, wh", Intro Anthropology Discussion Section ,DIS115JU087,S2,M,JU,NS,
"le thing today because it's gonna get tiring  if we do that, but i would",like,"to do two chapters, the modernity and the postmodernity chapter, with a certain degree of care. so r", Graduate Buddhist Studies Seminar ,SEM140JG070,S1,M,SF,NRN,
  i don't know in our c- somewhere i don't know if we should,like,"do that so, like or just like s- scatter them u- within the, within the um, paper. you know if that ", American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
  the plastic should look an awful lot like Teflon. and if it  looks,like,it isn't Teflon then you need to be careful.    , Physics Research Group Meeting ,MTG485SG142,S1,M,SF,NS,
"-zero, well i mean expected value is a term we use when we're talking statistics, when we wanna talk",like,everyday folks we might actually say the mean across all the schools. that's just the mean of these , Statistics in Social Sciences Lecture ,LES565MX152,S1,F,SF,NS,
"h Rosenberg described it it's still lingering, into the twentieth century. uh today lots of s- shots",like,that but they have a different kind of of uh nuance because of language also of course there are man, Women's Studies Guest Lecture ,COL605MX039,S5,F,SF,NS,
"  I wonder what this (xx) is right here? look at this, little guy. it's",like,"a little, like separate structure right here. yeah.   ", Biopsychology Lab ,LAB500SU044,S7,M,SU,NS,
"   (xx) like Yao, Yao ",like,doesn't teach at all    , Astronomy Peer Tutorial ,OFC150MU042,S10,M,SU,NS,
kind of background and trying to do the same thing and they just didn't have it. for whatever reason,like,"they they were a party band as well i think, and they uh, they just, weren't that good. and i they d", American Culture Advising ,OFC105SU068,S1,M,SU,NS,
"since that her audiences, consisted of so many Christians that she limited to, kind of a superficial",like,", she doesn't, she doesn't you know tear  apart  the church  too much", English Composition Seminar ,SEM300MU100,S7,M,JU,NS,
" demand, side interventions.  to see to see how effective they are.  yeah yeah.",like,", you know, as a like treatment as opposed to the law enforcement. something that, cuz that was some", Graduate Public Policy Seminar ,SEM340JG072,S4,M,JG,NS,
"dea   um,  lemme get my thoughts um, see cuz we've,",like,"a possible thesis'd be_ we've had is_ but it's still kind of vague well_ is that, um, seeing as Focu", Anthropology of American Cities Office Hours ,OFC115SU060,S5,M,SU,NS,
"  how about, just, instead of repeating anything, how about you have a loop that says something",like,"until quiescence, on bid, issue price quote.  uh, and then, cle", Artificial Intelligence Research Group Meeting ,MTG270SG049,S1,M,SF,NS,
"  and it's not, like i don't i don't know, i don't i don't believe that a feminist would be",like,"um i'm opposing porn, or i know a feminist wouldn't be opposing porn because they didn't want women "," Sex, Gender, and the Body Lecture ",LES565SU137,S14,F,JU,NS,
" that's, what happened_ okay, i get it. so like anything that happens to the made protein to make it",like,"work,  after  can be inhi- like,  leave_ like these are all_  ", Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"he, he was, uh uh, he was trying to say that yes he has a lot to do with that, w- but but he doesn't",like,"much of what came out of it, so he uh, he didn't make it a big deal in his public statements to say ", Music Dissertation Defense ,DEF420SF022,S2,M,SG,NRN,
  like that better.   yeah i,like,"the beginning, you wanna say watershed approach or watershed-based?   ", Natural Resources Research Group Meeting ,MTG425JG004,S3,M,JG,NS,
"olor in significant roles there, but even with that box office success it hasn't resulted in kind of",like,"a watershed. like every couple of years you get do do do do do, do do do do do, and then it kind of ", Black Media Student Presentations ,STP095SU139,S1,F,SF,NS,
   see  you're really lucky cuz i feel like C-K is,like,"a s- a wall and you're like, i haven't done this and she doesn't give you any like she's not giving ", Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
"ou like the surface_ they say like you have a semi-infinite solid initially at this, temperature at,",like,T-naught. and then at time T equals zero you set the surface temperature to be T-S and you keep it a, Heat and Mass Transfer Office Hours ,OFC195SU116,S1,M,JG,NRN,
"nd then when you type it, it's not there, uh, you'll get the exact location and the call number and,",like,"you know the library everything.  did you go, to, try to go to, general re", Media Union Service Encounters ,SVC999MX104,S3,F,SU,NRN,
"raph is about. do you see what i mean? um, the, it's not_ flow is not, so important in this sense of",like,"every paragraph, leading perfectly int- into the other. what's important is the argument being consi", Anthropology of American Cities Office Hours ,OFC115SU060,S2,F,SG,NS,
"easured as a school aggregate. so notice in model two, uh X-two has a little bar over the top i mean",like,", the average. model three, has, X-two at the individual level and Y always is, and X-one is measure", Statistics in Social Sciences Lecture ,LES565MX152,S1,F,SF,NS,
"deally i'd wanna have, like, four to six businesses, and then their employees.  but that's",like,a lot.    , Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
   i think one becomes  anterior and one becomes_ you know,like,that sort of thing  that's what    , Intro Biology Study Group ,SGR175MU126,S3,F,JU,NS,
" even um just  because,  it makes people, either afraid or annoyed or, whatever",like,"when they come to the city, to be harassed by homeless people right? so it becomes a, political liab", Anthropology of American Cities Office Hours ,OFC115SU060,S2,F,SG,NS,
"nnects the two sort of horizontal spaces so this is a flat plate and a flat plate but the studio, is",like,a parking... the  ramp of a parking    , Architecture Critiques ,STP125JG050,S11,M,JG,NS,
e percent?   is it uh something,like,"this? um,  okay    ", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
" it. i think maybe we could take a census of like, you know the census just went out maybe you could",like,", put another one out about how do you feel about people that are different from you or  i", Intro to American Politics Discussion Section ,DIS495JU119,S6,F,JU,NS,
"hat they don't wanna take the time to be involved, but it's like you know it's the breadwinner thing",like,they don't know how.   cuz like, American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
"  hypoth- hypothalamus and this is, somewhere under there it looks",like,it's (xx)   no yeah look at it., Biopsychology Lab ,LAB500SU044,S8,M,SU,NS,
"our your intellectual interests and where you want to spend your time. i mean if you, you know don't",like,working with elementary-school-aged children then you know you shouldn't teach ele- we shouldn't let, Academic Advising ,ADV700JU047,S2,F,ST,NS,
   so do you know,like,"for your um, large samples, when you use like the Z-test and then you have table three,   ", Statistics Office Hours ,OFC575MU046,S9,F,SU,NS,
"  they're uh, working on a database for",like,"spoken English, and basically, um, it's something they did over the summer also,  um (xx) ", Media Union Service Encounters ,SVC999MX104,S52,M,SU,NS,
 to produce more of  itself  and then it leaves. it's not like taking over it's,like,joining in the circle ever. but like this one is in the circle. it's not like floating around the ce, Intro Biology Study Group ,SGR175MU126,S4,F,SU,NS,
umptions beliefs values.   it's,like,"based on the  (xx)  that it grows,  and it changes.  ", Intro to American Politics Discussion Section ,DIS495JU119,S8,F,JU,NS,
   you are tricky. um that sentence en- s- that sentence i don't,like,anyway.  since the women of Gilead aren't allowed to read the Bible they are giv, English Composition Seminar ,SEM300MU100,S1,M,JF,NS,
"t s- he's saying now here that she can prove this at the beginning,  and i  i'd",like,to know what that proof is.   t, Objectivism Student Group ,SGR999MX115,S3,M,SG,NS,
" identifying yourself, um... so i mean, it might be that he's re- he's actually relying on something",like,"number two, that you're your brain, to to be locating yourself back in Houston... in which case numb", First Year Philosophy Seminar ,SEM475JU084,S1,F,JF,NS,
on't know   unless you're gonna,like,", turn it on and run it through the filter straight into the, mash tun.   ", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
"ojecting sexuality and, contrary onto women like, they feel_ that's what my gathering like they feel",like,"they have to have these fantasies and they can't deviate from,   "," Sex, Gender, and the Body Lecture ",LES565SU137,S3,F,SU,NS,
t affect higher life forms but it's something_ i i think that you just pretty much need to know that,like,", it goes from place to place like, know the example of um, bacteria where like it can go from a pla", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"t's how it is with C-K and like it's hard not to just kinda like skimp a little cuz like, ",like, yeah there's times i spend emailing her there's times i go like to check her office see , Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
hrist knocking on the door? you know and you're supposed to open up your life to him. i felt exactly,like,that. i was like this cat has accepted me.  you know? and i tol, English Composition Seminar ,SEM300MU100,S1,M,JF,NS,
"e talking about like, this whole  article and it it  affects people who support",like,",   well i'm just saying that n", Ethics Issues in Journalism Lecture ,LES220SU140,S12,F,SU,NS,
"ike indirectly talking about um, like the lysogenic versus lytic cycle. do you know what i'm saying?",like,"it  can go  from,  different parts  of the gen", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"e the only concrete, like things that we can see of how people exchange, sexual ideas  and",like,or or  images of sexuality. um in in our culture.   ," Sex, Gender, and the Body Lecture ",LES565SU137,S7,M,SU,NS,
  so that's how you can kind of pick 'em out if they're both laid out,like,that you can pick it out cuz w- that it'll always specifies that at random if it's not paired.  , Statistics Office Hours ,OFC575MU046,S4,F,SU,NS,
" like sort of the insinuation,  of,  like something sexual, and not necessarily",like,"graphic, i don't know.  this is my,  this is my interpretation of  (w"," Sex, Gender, and the Body Lecture ",LES565SU137,S10,F,JU,NS,
"a picture like that, and then today. body language, again, um sisters and chums, uh lots of of shots",like,"this from the nineteenth century, uh the evocation of a homosocial world, much as Carol Smith Rosenb", Women's Studies Guest Lecture ,COL605MX039,S5,F,SF,NS,
" a n- seventy-nine, version of a man. so what does that say about, like, roles, and bein- like, bri-",like,"primary roles, in the movies and the T-V? it doesn't really say much, in terms of, m- p- uh, positiv", Black Media Student Presentations ,STP095SU139,S12,F,UN,NS,
", green eyes and kids who have brown eyes or hazel eyes, and i would make the blue-eyed children um,",like,"a se- second-class citizen, like i would try_ i mean, obviously these are like third graders i'm not", Multicultural Issues in Education Student Presentations ,STP285SU013,S9,F,SU,NS,
"ssess them is, i would want them to prepare, an overview of a person who they are interested in just",like,"i had done throughout the unit, and i also wanted to check their learning logs to see um how they re", Multicultural Issues in Education Student Presentations ,STP285SU013,S9,F,SU,NS,
  don't they meet at the end anyway?,like,once the nucleophile comes in.   , Organic Chemistry Study Group ,SGR200JU125,S3,F,JU,NS,
" extra credit)   yeah i know,",like,", (i can never pay attention)   ", Intro Statistics Lab ,LAB575JU095,SU-3,F,JU,NS,
"dinary, whereas like, pornography like it's so like readily available on the internet  and",like,"on the_  and just erotica's something more like people've been saying it's more creative,"," Sex, Gender, and the Body Lecture ",LES565SU137,S11,F,SU,NS,
"- that's just_ does it_ could be... cuz it says like, A-Z-T_ i remember him talk- like something how",like,", A-Z-T inhibits reverse transcriptinase or something, in, okay i don't know what i'm getting at.  ", Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"ot so, like the international, business i was gonna do, it's a really, you know open field, you know",like,"all that stuff but i don't, think that that's what i wanna do anymore, so   ", Honors Advising ,ADV700JU023,S2,F,JU,NS,
 you ca- i think you can buy that program for like on_ for your computer. the Digital Man. like it's,like,sixty bucks or seventy bucks and you can go to the_ the site is weird yeah they free- they freeze th, Biopsychology Lab ,LAB500SU044,S7,M,SU,NS,
lly remember words right now i'm just dumb. okay but like in your like... i_ like this is disgusting,like,i don't wanna be like right here but like like  you know what i'm saying, Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
. cuz everything like last semester was so like important and big and we never read enough of it but,like, we've  read the books you know like   , Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
"of thinking. as i go down here, instead of having this, isn't this part, similar to having... a pipe",like,"this...? right?   yeah,  ", Hydraulics Problem Solving Lab ,LAB205SU045,S1,M,SG,NRN,
"is this person bound to think that uh, uh we can know independently of God's revelation or something",like,"that we can know what the, what these necessary truths are?  cuz he doesn't  th", Philosophy Colloquium ,COL475MX082,S7,M,UN,NS,
"ype. um, and we talk about like Disneyland dads and how, when they do, go see their k- children it's",like,"they're doing fun things and, you know they don't necessarily, aren't involved in the everyday activ", American Family Group Project Meeting ,SGR565SU144,S5,F,SU,NS,
  cuz i could start to put it together so that like we have it all on,like,one  condensed    , American Family Group Project Meeting ,SGR565SU144,S5,F,SU,NS,
   like... you'd think if it was  a completely different brain,like,"it wouldn't  know,  you know what i mean it wouldn't know about the other one, ", First Year Philosophy Seminar ,SEM475JU084,S4,F,JU,NS,
"different from what most doctors,  want  that i've talked to, but, i think even",like,"the way they view politics is just different from, where they came from like, the family, being, yea", Anthropology of American Cities Office Hours ,OFC115SU060,S6,F,SU,NS,
 Mr Feynman from Cal Tech who came up with this idea. and what the idea by itself was nice to put it,like,"thi- this but what, makes them useful, to us particle physicists, is that we know exactly, what kind", Nobel Laureate Physics Lecture ,COL485MX069,S3,M,SF,NNS,
"blacks have the rights but there is like all these other loopholes that they throw in like, you know",like,"a a lotta um, there's a large percentan of_ percentage of black males incarcerated, who who can't, w", Black Media Student Presentations ,STP095SU139,S7,M,UN,NS,
" in the, in the book and i ended up not using them just cuz i was nervous about it. i i wasn't sure.",like,"there's bullying for for violence which i thought would have been a good term but,   ", Graduate Online Search and Database Lecture ,LES335JG065,S4,M,JG,NS,
" something. i kind of think of capitalism as just, it's gonna be like in a minute it's just gonna be",like,"three or four people. that has ownership over everything, and then it's gonna be everyone else who h", Principles in Sociology Lecture ,LEL565SU064,S6,F,SU,NS,
"ke, A through E (xx)   is there",like,"a (xx) section, you don't know?   ", Media Union Service Encounters ,SVC999MX104,S2,M,JU,NS,
"'m just gonna go study for the quiz right now. um what are the um, what is the quiz gonna cover over",like,chapter six through   it can be, Economics Office Hours ,OFC280SU109,S4,M,SU,NS,
"   i mean i think that's  what makes a smart person, is being able to",like_,i mean cuz obviously even if you don't disagree with it there are like flaws or like elements of lik, Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"would rebound, and guess what happens to s- to uh Holland over here? when this rebounds, it's almost",like,", pulling on a handkerchief or a shirt, you can see that a moat has to build around, this topographi", Dynamic Earth Lecture ,LES305MU108,S1,M,SF,NNS,
"   (isn't that) (xx) though?  so, is,",like,"where do they, they stay close enough that they could go to, protected areas? or   ", Biology of Fishes Field Lab ,LAB175SU032,SU-f,F,UN,NS,
"the master plan. and the master plan, um, was drawn to this scale, one to five thousand or something",like,"that. um, in order and it was produced on this movable easel i'm just quoting here from the text, an", Graduate French Cinema Seminar ,SEM545MG083,S3,F,JF,NS,
  based on this discussion i i i'm leaning towards replacing the oscillator first because it seems,like,everybody's had some trouble with the oscillator. and that's the easy thing to replace it's also che, Physics Research Group Meeting ,MTG485SG142,S1,M,SF,NS,
"   so wait when we, when we put",like,"Foucault page whatever, the period goes after the parenthesis right? or it goes inside the quotation", English Composition Seminar ,SEM300MU100,S4,F,SU,NS,
   it's almost ,like,having like a reward  like (xx)    , Behavior Theory Management Lecture ,LEL185SU066,S2,M,SU,NS,
  and how do we feel about that? we have less time to do cold calls and sales do we,like,"that? we don't really like that. okay how about, if we, if we innovate, if we come up with some new ", Behavior Theory Management Lecture ,LEL185SU066,S1,M,JF,NS,
"n happen if you go into high altitude, also it can happen, um with anything that reduces respiration",like,"drugs some some diseases, um, cause you to breathe less and you're oxygen ni- partial pressure is no", Teaching Biochemistry Student Presentations ,STP175SU141,S6,M,SU,NRN,
  i didn't want to tell i got a hundred-and-seven-point-five.  (i was,like,") good and,  then he's like,  you dork  i was like thanks.", Media Union Service Encounters ,SVC999MX104,S48,F,JU,NS,
"f species. it doesn't tell you much about the the, uh, eh the densities of the organisms or anything",like,"that, just a count of the number of species...   ", Ecological Agriculture Colloquium ,COL425MX075,S3,F,SF,NNS,
"at would be_ i think that's kind of what she would hope, how women could approach their sexuality as",like,", ar- approaching it in a way of redefining what it means to them as opposed to using, um, a form or"," Sex, Gender, and the Body Lecture ",LES565SU137,S15,F,JU,NS,
"ess of more employees but, then yo- s- it might be good to set like, some kind of, commission off of",like,", okay you're expected maybe this much, and if, after you exceed that you exceed from what you're ex", Behavior Theory Management Lecture ,LEL185SU066,S25,M,SU,NS,
   i used to know somebody,like,"that who would just get up and walk away when you're in the middle of like,  doing stuff. ", Math Study Group ,SGR385SU057,S2,F,SU,NS,
nt you to kill yourself   i was,like,i was li- how the hell do you do this?    , Astronomy Peer Tutorial ,OFC150MU042,S7,M,SU,NS,
you know German and Russian. so you might wanna think about German and Russian. i mean if you really,like,"French, there's no reason to change, but if you are thinking about, you know if you really want to s", Honors Advising ,ADV700JU023,S1,F,ST,NRN,
"ne, chlor- (xx) heavy metals, blah blah blah blah blah, and (xx) ions. (xx)   that's",like,"aquarium pharmaceuticals. does that just mean, like, stuff for your aquarium?    ", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
"  uh, my question is this, um, how much, like right now, did you",like,"take a survey or something to see like, cuz i think that one of the things is, w- how many student a", Student Government Meeting ,MTG999SU043,S23,M,JU,NS,
as thinking in harvesting that it it'd_ well i guess what i was getting at was i was thinking i know,like,you know you could place maybe size you could actually allow harvesting beyond a certain size if tha, Graduate Population Ecology Lecture ,LES425JG077,S2,M,JG,NS,
" and, on the handout i gave you, the example i would like to use, is of sedimentary layers very much",like,"the ones we drew in our cross sections over there, but in this case we are looking at northern Color", Dynamic Earth Lecture ,LES305MU108,S1,M,SF,NNS,
     i'd,like,to see a picture of a meadowlark.    , Biology of Birds Field Lab ,LAB175SU026,SU-f,F,SU,NS,
"ack women are insatiable  they're,  you know they're, sexual animals ",like,",  you know and i think i th- and_ i'm not i mean i'm, i'm sure that white women are obje"," Sex, Gender, and the Body Lecture ",LES565SU137,S14,F,JU,NS,
d a path for future revolution. by breaking down the former institutions that were held up by things,like,"divine right, which, unless you don't believe it you can't really say much against. their institutio", Principles in Sociology Lecture ,LEL565SU064,S5,M,SU,NS,
     it seems,like,the one_  the department that is the least responsive to the international student situat, Education Colloquium ,COL285MX038,S7,F,RE,NS,
